tractAffGeoId	long	lat
1400000US17019010604	-88.19081	40.142013
1400000US17019010604	-88.190685	40.142022
1400000US17019010604	-88.190594	40.142016
1400000US17019010604	-88.190533	40.142011
1400000US17019010604	-88.186616	40.142032
1400000US17019010604	-88.186194	40.142032
1400000US17019010604	-88.183652	40.14205
1400000US17019010604	-88.173825	40.142107
1400000US17019010604	-88.169144	40.142128
1400000US17019010604	-88.162884	40.142177
1400000US17019010604	-88.154268	40.142196
1400000US17019010604	-88.150403	40.142195
1400000US17019010604	-88.147023	40.142206
1400000US17019010604	-88.14394	40.14221
1400000US17019010604	-88.143959	40.14596
1400000US17019010604	-88.143998	40.149467
1400000US17019010604	-88.140899	40.149481
1400000US17019010604	-88.129626	40.149486
1400000US17019010604	-88.124984	40.14948
1400000US17019010604	-88.125123	40.164075
1400000US17019010604	-88.125178	40.171381
1400000US17019010604	-88.125209	40.17835
1400000US17019010604	-88.125342	40.224586
1400000US17019010604	-88.135781	40.22452
1400000US17019010604	-88.166933	40.224326
1400000US17019010604	-88.231609	40.223982
1400000US17019010604	-88.240465	40.223915
1400000US17019010604	-88.269845	40.223736
1400000US17019010604	-88.304134	40.223561
1400000US17019010604	-88.339174	40.22341
1400000US17019010604	-88.338966	40.207975
1400000US17019010604	-88.338219	40.207411
1400000US17019010604	-88.338026	40.202468
1400000US17019010604	-88.334104	40.201966
1400000US17019010604	-88.334068	40.196807
1400000US17019010604	-88.325504	40.196844
1400000US17019010604	-88.324687	40.192777
1400000US17019010604	-88.324529	40.183622
1400000US17019010604	-88.324415	40.169691
1400000US17019010604	-88.328058	40.167657
1400000US17019010604	-88.328345	40.166761
1400000US17019010604	-88.330417	40.16773
1400000US17019010604	-88.333915	40.167654
1400000US17019010604	-88.333813	40.156689
1400000US17019010604	-88.350912	40.156617
1400000US17019010604	-88.353162	40.156806
1400000US17019010604	-88.439372	40.156759
1400000US17019010604	-88.443385	40.157035
1400000US17019010604	-88.444943	40.156468
1400000US17019010604	-88.45076	40.151789
1400000US17019010604	-88.454972	40.148825
1400000US17019010604	-88.455345	40.14771
1400000US17019010604	-88.455146	40.142253
1400000US17019010604	-88.461776	40.142252
1400000US17019010604	-88.463174	40.142196
